N_subjects,Mean_ICC,Median_ICC,SD_ICC,Minimum_ICC,Maximum_ICC,Percent_ICC_ge_0.40,Percent_ICC_ge_0.60,Percent_ICC_ge_0.75
43,0.67993456,0.70190096,0.14540356,-0.11452903,0.9635943,95.78031374133171,72.62505891065778,37.34767387059853
